English	Swedish	POS	source	row
layer layers layered	lagers skikt skiktade	N?	0	ICT	1742
layer, layers	lager, lagret, lager	N	1	GF	852
Layout	Layout	N?	0	ACM	172
layout, layouts	layout, layouten, layouter	N	1	GF	853
lazy	lat, lat, lata	A	1	GF	854
lead leads leading	leda leder ledande	N?	0	ICT	1743
leader	ledare/chef	N?	0	ICT	1745
leadership	ledarskap	N?	0	ICT	1744
leaky-bucket	läckande-hink	N?	0	ICT	1747
lean service	mager tjänst	N?	0	ICT	1746
learn learns learning learned	lära lär lärande lärt	N?	0	ICT	1748
learn, learnt, learnt	 lära, lärde, lärt	V	1	GF	855
learning	lärande	N?	0	ICT	1749
Learning (K.3.2)	Inlärning (K.3.2)	N?	0	ACM	1035
learning outcome, learning outcomes	lärandemål, lärandemålet, lärandemål	N	1	GF	856
learning, learnings	bildning, bildningen, bildningar	N	1	GF	857
leased	leasade	N?	0	ICT	1750
Least squares approximation		N?	0	ACM	685
Least squares methods		N?	0	ACM	725
leave	lämna	N?	0	ICT	1751
lecture, lectures	föreläsning, föreläsningen, föreläsningar	N	1	GF	858
lecture|s	föreläsning föredrag	N?	0	ICT	1752
LED display, LED displays	lysdiodskärm, lysdiodskärmen, lysdiodskärmar	N	1	GF	
LED, LEDs	lysdiod, lysdioden, lysdioder	N	1	GF	0
leeper	leeper	N?	0	ICT	1753
legacy	arv	N?	0	ICT	1754
LEGAL ASPECTS OF COMPUTING	RÄTTSLIGA ASPEKTER PÅ DATABEHANDLING	N?	0	ACM	1397
legitimate	legitim	N?	0	ICT	1755
length lengths	längd längder	N?	0	ICT	1760
lenses	linser	N?	0	ICT	1756
lesser	mindre	N?	0	ICT	1757
letters	bokstäver	N?	0	ICT	1758
letters, letterses	bokstäver, bokstävret, bokstäver	N	1	GF	859
letting	låta	N?	0	ICT	1759
level levels	nivå nivåer	N?	0	ICT	1761
level, levels	nivå, nivån, nivåer	N	1	GF	860
leverage	hävstångs/påtryckning	N?	0	ICT	1762
library	bibliotek	N?	0	ICT	1763
Library Automation		N?	0	ACM	898
library, libraries	bibliotek, biblioteket, bibliotek	N	1	GF	861
library, libraries	programbibliotek, programbiblioteket, programbibliotek	N	1	GF	862
licence, licences	licens, licensen, licenser	N	1	GF	863
license, licensed, licensed	 licensiera, licensierade, licensierat	V	1	GF	864
license-exempt	licensbefriad	N?	0	ICT	1765
license|s licensed licensing	licens licenserlicensierad licensiering	N?	0	ICT	1764
Licensing	Licensiering	N?	0	ACM	1401
licentiate	licentiatexamen	N?	0	ICT	1766
LIFE AND MEDICAL SCIENCES	BIOLOGI OCH MEDICIN	N?	0	ACM	1308
Life cycle	Livscykel	N?	0	ACM	388
Life cycle	Livscykler	N?	0	ACM	1416
life cycle analysis	livscykelanalys	N?	0	ICT	1767
life cycle cost	livscykelkostnad	N?	0	ICT	1768
life cycle perspective	livscykelperspektiv	N?	0	ICT	1769
lifespan	livslängd	N?	0	ICT	1770
lifetime	livstid	N?	0	ICT	1771
light	lätt	N?	0	ICT	1772
light weight coated (LWC) paper		N?	0	ICT	1775
light, lights	ljus, ljuset, ljus	N	1	GF	865
lighting	belysning	N?	0	ICT	1773
lightweight	lätt, lätt, lätta	A	1	GF	866
lightweight	lättvikt	N?	0	ICT	1774
Lightweight Java Game Library (LWJGL)		N?	0	ICT	1776
likely	sannolikt	N?	0	ICT	1777
likes	gillar	N?	0	ICT	1778
limit limits limiter limited limiting limitation limitations	gräns gränser begränsaren begränsade begränsande begränsande begränsningar	N?	0	ICT	1779
limit, limited, limited	 begränsa, begränsade, begränsat	V	1	GF	867
limit, limits	gräns, gränsen, gränser	N	1	GF	868
Line and curve generation	Generering av linjer och kurvor	N?	0	ACM	1105
line lines	linje linjer	N?	0	ICT	1780
line, lines	linje, linjen, linjer	N	1	GF	869
line-of-sight		N?	0	ICT	1781
linear	linjär, linjärt, linjära	A	1	GF	870
Linear approximation		N?	0	ACM	686
linear function	linjär funktion	N?	0	ICT	1782
Linear programming		N?	0	ACM	726
linear search, linear searches	linjärsökning, linjärsökningen, linjärsökningar	N	1	GF	871
Linear systems (direct and iterative methods)		N?	0	ACM	698
linear TV	linjär TV	N?	0	ICT	1783
linear-feedback shift register (LFSR)	linjär-återkopplat skiftregister 	N?	0	ICT	1784
Linguistic processing		N?	0	ACM	874
Linguistics	Lingvistik	N?	0	ACM	1321
linguistics, linguistics	språkvetenskap, språkvetenskapen, språkvetenskaper	N	1	GF	872
link budget calculation	länkbudget beräkning	N?	0	ICT	1785
link layer triggers	länkskikts avtryckare	N?	0	ICT	1786
link links linking	länk länkar länkning	N?	0	ICT	1787
link, linked, linked	 knyta, knöt, knutit	V	1	GF	873
link, links	länk, länken, länkar	N	1	GF	874
link-state update policy	länk-stat uppdatering policy	N?	0	ICT	1788
linked list, linked lists	länkad lista, länkade listan, länkade listor	N	1	GF	875
Linked representations	Länkade representationer	N?	0	ACM	548
Linkers [**]	Länkare [**]	N?	0	ACM	528
linux, linuxes	linux, linuxet, linux	N	1	GF	876
liquid	flytande, flytande, flytande	A	1	GF	877
liquid, liquids	vätska, vätskan, vätskor	N	1	GF	878
list lists listed	lista listor listade	N?	0	ICT	1789
list, listed, listed	 lista, listade, listat	V	1	GF	879
list, lists	lista, listan, listor	N	1	GF	880
listen listens listening listeners	lyssna lyssnar lyssnar lyssnare	N?	0	ICT	1790
Lists, stacks, and queues	Listor, stackar och köer	N?	0	ACM	540
Literacy	Läs- och skrivkunnighet	N?	0	ACM	1362
Literature	Litteratur	N?	0	ACM	1322
literature	litteratur	N?	0	ICT	1791
literature review	litteraturstudie	N?	0	ICT	1792
literature, literatures	litteratur, litteraturen, litteraturer	N	1	GF	881
litterature study, litterature studies	litteraturstudie, litteraturstudien, litteraturstudier	N	1	GF	882
little	liten	N?	0	ICT	1793
liturgical year	kyrkoår	N?	0	ICT	1794
liturgical year app	kyrkoårsapp	N?	0	ICT	1795
live	direkt	N?	0	ICT	1796
live multimedia distribution	direkt/levande multimediafördelning	N?	0	ICT	1797
live streaming	direkt strömmande media	N?	0	ICT	1798
living expenses	boendekostnader	N?	0	ICT	1799
load balancing	lastbalansering	N?	0	ICT	1801
load loads	belastning belastningar	N?	0	ICT	1800
load, loaded, loaded	 ladda, laddade, laddat	V	1	GF	883
load, loads	laddning, laddningen, laddningar	N	1	GF	884
loader, loaders	lastare, lastaren, lastare	N	1	GF	885
Loaders [**]	Laddare [**]	N?	0	ACM	529
loading, loadings	laddning, laddningen, laddningar	N	1	GF	886
local	lokal, lokalt, lokala	A	1	GF	887
Local and Wide-Area Networks	Lokala och … nät	N?	0	ACM	262
local area network (LAN)	lokalt nätverk (LAN)	N?	0	ICT	1803
local locally	lokal  lokalt	N?	0	ICT	1802
locality, localities	lokalitet, lokaliteten, lokaliteter	N	1	GF	888
localization	lokalisering	N?	0	ICT	1804
localization, localizations	lokalisering, lokaliseringen, lokaliseringar	N	1	GF	889
locate located locating	lokalisera belägen lokaliserande	N?	0	ICT	1805
location	läge	N?	0	ICT	1806
location aware communication	läge medveten kommunikation	N?	0	ICT	1807
location awareness	läge medveten	N?	0	ICT	1808
location detection accuracy	positionsnoggrannhet detektering	N?	0	ICT	1809
location sensing	läge avkännande	N?	0	ICT	1810
location-based application	platsbaserade programmet	N?	0	ICT	1811
locator location locations located locate	lokator locators plats platser belägna lokalisera	N?	0	ICT	1812
locks locked locking	lås låst låsning	N?	0	ICT	1813
logarithm, logarithms	logaritm, logaritmen, logaritmer	N	1	GF	890
logger	datalogger	N?	0	ICT	1814
logging	loggning	N?	0	ICT	1815
Logging and recovery		N?	0	ACM	859
Logic and constraint programming		N?	0	ACM	640
Logic arrays	Logiska grindar	N?	0	ACM	140
LOGIC DESIGN	LOGISK DESIGN	N?	0	ACM	135
logic logical logically	logik logisk logiskt	N?	0	ICT	1816
Logic programming	Logikprogrammering	N?	0	ACM	1018
Logic Programming	Logikprogrammering	N?	0	ACM	311
logic programming, logic programmings	logikprogrammering, logikprogrammeringen, logikprogrammeringar	N	1	GF	891
logic, logics	logik, logiken, logiker	N	1	GF	892
logical	logisk, logiskt, logiska	A	1	GF	893
Logical Design		N?	0	ACM	827
LOGICS AND MEANINGS OF PROGRAMS	LOGIK OCH INNEBÖRD HOS PROGRAM	N?	0	ACM	611
Logics of programs	Logik hos program	N?	0	ACM	616
logistic function	logistik funktion	N?	0	ICT	1818
Logistics		N?	0	ACM	919
logistics	logistik	N?	0	ICT	1817
lognormal	lognormala	N?	0	ICT	1819
logo, logos	logga, loggan, loggor	N	1	GF	894
long longer	lång längre	N?	0	ICT	1820
long-term evolution	långsiktig tillväxt	N?	0	ICT	1823
Long-Term Evolution (LTE)		N?	0	ICT	1824
long-term planning	långsiktig planering	N?	0	ICT	1825
longest-prefix	längsta prefixet	N?	0	ICT	1821
longitude	longitud	N?	0	ICT	1822
look looks looking  looked	leta ser letat letade	N?	0	ICT	1826
look, looked, looked	 titta, tittade, tittat	V	1	GF	895
lookup lookups	uppslags uppslag	N?	0	ICT	1827
loop, loops	loop, loopen, loopar	N	1	GF	896
loss losses	förlust förluster	N?	0	ICT	1828
loss, losses	förlust, förlusten, förluster	N	1	GF	897
lossless	förlustlös, förlustlöst, förlustlösa	A	1	GF	898
lost	förlorat	N?	0	ICT	1829
low power/low-power	lågeffekt	N?	0	ICT	1830
low-complexity	låg komplexitet	N?	0	ICT	1831
low-density parity-check (LDPC)	låg densitet paritetskontroll	N?	0	ICT	1832
low-fi prototype	låg-fidelity prototyp	N?	0	ICT	1840
low-latency	låg latens	N?	0	ICT	1833
low-level	låg nivå	N?	0	ICT	1834
low-pass	lågpassfilter	N?	0	ICT	1835
low-power	låg effekt	N?	0	ICT	1836
low-rate	låg ränta	N?	0	ICT	1837
low-tier	låg-tier	N?	0	ICT	1838
low-voltage power line communication (LV-PLC)	lågspänning elnätskommunikation	N?	0	ICT	1841
lower	lägre	N?	0	ICT	1839
m-commerce	m-handel	N?	0	ICT	1899
machine code, machine codes	maskinkod, maskinkoden, maskinkoder	N	1	GF	899
machine learning	maskininlärning	N?	0	ICT	1842
machine learning, machine learnings	maskininlärning, maskininlärningen, maskininlärningar	N	1	GF	900
machine machines	maskin maskiner	N?	0	ICT	1843
Machine to Machine (M2M)	maskin-till-maskin	N?	0	ICT	1844
Machine translation	Maskinöversättning	N?	0	ACM	1048
machine, machines	maskin, maskinen, maskiner	N	1	GF	901
Machine-independent complexity [**]	Maskinoberoende komplexitet [**]	N?	0	ACM	588
Machine-independent microcode generation [**]	Maskinoberoende generering av mikrokod [**]	N?	0	ACM	29
machinery, machineries	maskineri, maskineriet, maskinerier	N	1	GF	902
macro	makro	N?	0	ICT	1845
Macro and assembly languages	Makrospråk och assemblerspråk	N?	0	ACM	428
macro-mobility	makro mobilitet	N?	0	ICT	1847
macrocell|s macrocellular	makrocell makroceller makrocellulärt	N?	0	ICT	1846
magazine magazines	tidskrift tidskrifter	N?	0	ICT	1848
magnetic	magnetisk, magnetiskt, magnetiska	A	1	GF	903
magnetic field sensor	magnetfältssensor	N?	0	ICT	1849
magnetic stripe	magnetremsa	N?	0	ICT	1850
magnetite	magnetit	N?	0	ICT	1851
magnitude	magnitud	N?	0	ICT	1852
mail mailing	brev postande	N?	0	ICT	1853
mail, mailed, mailed	 posta, postade, postat	V	1	GF	904
mail, mails	mail, mailet, mail	N	1	GF	905
mailbox	brevlåda	N?	0	ICT	1854
main	huvudsaklig, huvudsakligt, huvudsakliga	A	1	GF	906
Main memory	Primärminne	N?	0	ACM	481
mainframe computer, mainframe computers	stordator, stordatorn, stordatorer	N	1	GF	907
mainly	huvudsakligen	N?	0	ICT	1855
maintain maintaining maintains maintained	upprätthålla upprätthållande bibehåller bibehållas 	N?	0	ICT	1856
maintain, maintained, maintained	 underhålla, underhöll, underhållit	V	1	GF	908
maintenance	underhåll	N?	0	ICT	1857
Maintenance [**]	Underhåll [**]	N?	0	ACM	492
maintenance, maintenances	underhåll, underhållet, underhåll	N	1	GF	909
major	större	N?	0	ICT	1858
majority based quorum technique	majoritet baserad kvorum teknik	N?	0	ICT	1859
make makes making maker	göra fabrikat gör tillverkare	N?	0	ICT	1860
make or buy	göra eller köpa	N?	0	ICT	1861
mall/malls	galleria/köpcentrum	N?	0	ICT	1862
manage manages managed manager manageable managing management	hantera förvaltar förvaltade direktör/chef/föreståndare/förvaltare  hanterbar hantera ledningen	N?	0	ICT	1863
manageable	hanterlig, hanterligt, hanterliga	A	1	GF	910
Management (K.6.3, K.6.4)	Styrning/Ledning (K.6.3, K.6.4)	N?	0	ACM	385
Management audit	Förvaltningsrevision	N?	0	ACM	1436
management control models	styrmodeller	N?	0	ICT	1864
management information base (MIB)		N?	0	ICT	1865
MANAGEMENT OF COMPUTING AND INFORMATION SYSTEMS	STYRNING AV DATABEHANDLING OCH INFORMATIONSSYSTEM	N?	0	ACM	1412
Management techniques (e.g., PERT/CPM)	Ledningstekniker (t.ex. PERT/CPM)	N?	0	ACM	1417
management, managements	förvaltning, förvaltningen, förvaltningar	N	1	GF	911
Management/Maintenance	Styrning/underhåll	N?	0	ACM	1471
managements of demands	kravhantering	N?	0	ICT	1866
manager, managers	manager, managern, managers	N	1	GF	912
mandatory	obligatorisk, obligatoriskt, obligatoriska	A	1	GF	913
mandatory	obligatoriskt	N?	0	ICT	1867
mandatory access control, mandatory access controls	obligatorisk åtkomstkontroll, obligatoriska åtkomstkontrollen, obligatoriska åtkomstkontroller	N	1	GF	914
manipulate manipulated manipulation	manipulera manipulerad manipulering	N?	0	ICT	1868
manipulation, manipulations	manipulation, manipulationen, manipulationer	N	1	GF	915
Manipulators	Manipulatorer	N?	0	ACM	1063
manner	sätt	N?	0	ICT	1869
manual manually	manuell manuellt	N?	0	ICT	1870
manufacture, manufactured, manufactured	 tillverka, tillverkade, tillverkat	V	1	GF	916
manufacturer, manufacturers	tillverkare, tillverkaren, tillverkare	N	1	GF	917
manufacturer|s	tillverkaretillverkarna	N?	0	ICT	1872
manufacture|s	tillverkning tillverkar	N?	0	ICT	1871
Manufacturing	Tillverkning	N?	0	ACM	1295
many-core systems	flerkärnig system	N?	0	ICT	1873
map maps mapping mappings mapped	karta kartor kartläggning avbildningar mappade	N?	0	ICT	1874
map, mapped, mapped	 kartlägga, kartla, kartlagt	V	1	GF	918
map, maps	karta, kartan, kartor	N	1	GF	919
margin	marginal	N?	0	ICT	1875
mark marks  marked markings	märke markerar märkt markeringar	N?	0	ICT	1876
mark, marked, marked	 markera, markerade, markerat	V	1	GF	920
mark, marks	märke, märket, märken	N	1	GF	921
marker|s	markör markörer	N?	0	ICT	1877
market markets marketing	marknad marknader  marknadsföra/marknadsföring	N?	0	ICT	1878
market research	marknadsundersökning	N?	0	ICT	1879
Marketing	Marknadsföring	N?	0	ACM	1296
marketing	marknadsföring	N?	0	ICT	1880
marketing management	marknadsföring hantering	N?	0	ICT	1881
marketplace	marknadsplats	N?	0	ICT	1882
Markets	Marknader	N?	0	ACM	1340
Markov processes		N?	0	ACM	785
markup	stilsättning/uppmärkning	N?	0	ICT	1883
Markup languages	Märkspråk	N?	0	ACM	1273
markup, markups	påslag, påslaget, påslag	N	1	GF	922
marshal	marskalk	N?	0	ICT	1884
Mass storage (e.g., magnetic, optical, RAID)	Masslagring (t.ex. magnetisk, optisk, RAID)	N?	0	ACM	68
massive	massiv	N?	0	ICT	1885
massive data analysis		N?	0	ICT	1886
master masters mastered	mästare mästarna behärskas	N?	0	ICT	1887
master, mastered, mastered	 bemästra, bemästrade, bemästrat	V	1	GF	923
master, masters	master, mastern, mastrar	N	1	GF	924
master/slave	master/slave	N?	0	ICT	1888
match application	matchande programmet	N?	0	ICT	1890
match matches matching	match matchar matcha	N?	0	ICT	1889
material safety data sheet (MSDS)	säkerhetsdatablad	N?	0	ICT	1892
material|s	materialet material	N?	0	ICT	1891
mathematical	matematisk, matematiskt, matematiska	A	1	GF	925
Mathematical induction	Matematisk induktion	N?	0	ACM	1019
Mathematical Logic (1.1, I.2.2, I.2.3, I.2.4)		N?	0	ACM	636
MATHEMATICAL LOGIC AND FORMAL LANGUAGES		N?	0	ACM	634
mathematical model, mathematical models	matematisk modell, matematiska modellen, matematiska modeller	N	1	GF	926
mathematical modelling	matematisk modellering	N?	0	ICT	1893
mathematical modelling, mathematical modellings	matematiskmodellering, matematiskmodelleringen, matematiskmodelleringar	N	1	GF	927
MATHEMATICAL SOFTWARE		N?	0	ACM	799
mathematics	matematik	N?	0	ICT	1894
Mathematics and statistics	Matematik och statistik	N?	0	ACM	1306
Mathematics of Computing		N?	0	ACM	662
mathematics, mathematics	matematik, matematiken, matematiker	N	1	GF	928
Matrix inversion		N?	0	ACM	699
matrix, matricies	matris, matrisen, matriser	N	1	GF	929
matter|s	ärendet ärenden	N?	0	ICT	1895
maturing maturity	mognande mognad	N?	0	ICT	1896
maturity, maturities	mognad, mognaden, mognader	N	1	GF	930
max/min/guaranteed	maximum/minimum/garanterad	N?	0	ICT	1897
maximize	maximera	N?	0	ICT	1898
maximum	maximal, maximalt, maximala	A	1	GF	931
maximum, maximums	maximum, maximumet, maximum	N	1	GF	932
mean means meaning	menar betyder mening	N?	0	ICT	1900
meaningful	meningsfull	N?	0	ICT	1901
meanwhile	under tiden	N?	0	ICT	1902
measure measurement measurements measured measuring	mäta mätnings mätningar uppmätta mätning	N?	0	ICT	1903
measure, measured, measured	 mäta, mätte, mätt	V	1	GF	933
Measurement techniques	Mätningstekniker	N?	0	ACM	282
measurement, measurements	mått, måttet, mått	N	1	GF	934
Measurements	Mätningar	N?	0	ACM	519
mechanical	mekanisk	N?	0	ICT	1905
mechanical	mekanisk, mekaniskt, mekaniska	A	1	GF	935
Mechanical theorem proving		N?	0	ACM	641
Mechanical verification	Mekanisk verifiering	N?	0	ACM	617
mechanism mechanisms mechanical	mekanism mekanismer mekanisk	N?	0	ICT	1904
mechanism, mechanisms	mekanism, mekanismen, mekanismer	N	1	GF	936
media	medier	N?	0	ICT	1906
media access control (MAC)	mediaåtkomstkontroll	N?	0	ICT	1907
media gateway (MGW)	mediaförmedlingsnod	N?	0	ICT	1908
media plane management	mediaplanet förvaltning	N?	0	ICT	1909
